Date,Year,Month,State,Sales Method,Product,Gender,Type,SubType,Price per Unit,Units Sold,Revenue
2021-01-26,2021,January,Arizona,Outlet,Women's Apparel,Women,Apparel,Apparel,36,17,612
2021-01-26,2021,January,Arizona,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,30,10,300
2021-01-26,2021,January,Arizona,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,32,16,512
2021-01-26,2021,January,California,Online,Women's Street Footwear,Women,Footwear,Street Footwear,52,23,1196
2021-01-26,2021,January,California,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,94,103,9682
2021-01-26,2021,January,Montana,Online,Women's Apparel,Women,Apparel,Apparel,59,11,649
2021-01-26,2021,January,Montana,Outlet,Women's Apparel,Women,Apparel,Apparel,60,40,2400
2021-01-27,2021,January,California,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,53,20,1060
2021-01-27,2021,January,California,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,94,98,9212
2021-01-27,2021,January,Montana,Online,Men's Street Footwear,Men,Footwear,Street Footwear,36,17,612
2021-01-27,2021,January,Montana,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,40,68,2720
2021-01-28,2021,January,California,Online,Men's Apparel,Men,Apparel,Apparel,63,22,1386
2021-01-28,2021,January,California,Outlet,Men's Apparel,Men,Apparel,Apparel,108,96,10368
2021-01-28,2021,January,Montana,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,42,15,630
2021-01-28,2021,January,Montana,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,45,53,2385
2021-01-29,2021,January,California,Online,Women's Apparel,Women,Apparel,Apparel,65,22,1430
2021-01-29,2021,January,California,Outlet,Women's Apparel,Women,Apparel,Apparel,121,104,12584
2021-01-29,2021,January,Montana,Online,Women's Street Footwear,Women,Footwear,Street Footwear,44,17,748
2021-01-29,2021,January,Montana,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,45,55,2475
2021-01-30,2021,January,California,Online,Men's Street Footwear,Men,Footwear,Street Footwear,51,24,1224
2021-01-30,2021,January,California,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,91,117,10647
2021-01-30,2021,January,Montana,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,38,11,418
2021-01-30,2021,January,Montana,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,40,43,1720
2021-01-31,2021,January,California,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,59,22,1298
2021-01-31,2021,January,California,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,99,116,11484
2021-01-31,2021,January,Montana,Online,Men's Apparel,Men,Apparel,Apparel,41,8,328
2021-01-31,2021,January,Montana,Outlet,Men's Apparel,Men,Apparel,Apparel,45,30,1350
2021-02-01,2021,February,California,Online,Women's Street Footwear,Women,Footwear,Street Footwear,50,18,900
2021-02-01,2021,February,California,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,97,91,8827
2021-02-01,2021,February,Montana,Online,Women's Apparel,Women,Apparel,Apparel,55,15,825
2021-02-01,2021,February,Montana,Outlet,Women's Apparel,Women,Apparel,Apparel,60,60,3600
2021-02-02,2021,February,California,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,51,20,1020
2021-02-02,2021,February,California,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,97,90,8730
2021-02-02,2021,February,Montana,Online,Men's Street Footwear,Men,Footwear,Street Footwear,37,20,740
2021-02-02,2021,February,Montana,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,40,75,3000
2021-02-03,2021,February,California,Online,Men's Apparel,Men,Apparel,Apparel,59,18,1062
2021-02-03,2021,February,California,Outlet,Men's Apparel,Men,Apparel,Apparel,115,87,10005
2021-02-03,2021,February,Iowa,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,30,15,450
2021-02-03,2021,February,Iowa,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,30,50,1500
2021-02-03,2021,February,Iowa,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,20,20,400
2021-02-03,2021,February,Iowa,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,29,4,116
2021-02-03,2021,February,Iowa,Online,Men's Street Footwear,Men,Footwear,Street Footwear,29,14,406
2021-02-03,2021,February,Iowa,Online,Women's Street Footwear,Women,Footwear,Street Footwear,20,6,120
2021-02-03,2021,February,Montana,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,41,16,656
2021-02-03,2021,February,Montana,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,45,60,2700
2021-02-03,2021,February,Wisconsin,In-store,Men's Apparel,Men,Apparel,Apparel,40,15,600
2021-02-03,2021,February,Wisconsin,In-store,Women's Apparel,Women,Apparel,Apparel,15,25,375
2021-02-03,2021,February,Wisconsin,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,25,8,200
2021-02-03,2021,February,Wisconsin,Online,Men's Apparel,Men,Apparel,Apparel,38,4,152
2021-02-03,2021,February,Wisconsin,Online,Women's Apparel,Women,Apparel,Apparel,14,7,98
2021-02-03,2021,February,Wisconsin,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,23,2,46
2021-02-04,2021,February,California,Online,Women's Apparel,Women,Apparel,Apparel,63,20,1260
2021-02-04,2021,February,California,Outlet,Women's Apparel,Women,Apparel,Apparel,116,92,10672
2021-02-04,2021,February,Idaho,Online,Men's Apparel,Men,Apparel,Apparel,79,32,2528
2021-02-04,2021,February,Idaho,Online,Women's Apparel,Women,Apparel,Apparel,69,58,4002
2021-02-04,2021,February,Idaho,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,67,49,3283
2021-02-04,2021,February,Idaho,Outlet,Men's Apparel,Men,Apparel,Apparel,31,9,279
2021-02-04,2021,February,Idaho,Outlet,Women's Apparel,Women,Apparel,Apparel,26,14,364
2021-02-04,2021,February,Idaho,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,27,12,324
2021-02-04,2021,February,Louisiana,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,67,77,5159
2021-02-04,2021,February,Louisiana,Online,Men's Street Footwear,Men,Footwear,Street Footwear,48,79,3792
2021-02-04,2021,February,Louisiana,Online,Women's Street Footwear,Women,Footwear,Street Footwear,69,56,3864
2021-02-04,2021,February,Louisiana,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,28,18,504
2021-02-04,2021,February,Louisiana,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,18,20,360
2021-02-04,2021,February,Louisiana,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,28,13,364
2021-02-04,2021,February,Montana,Online,Women's Street Footwear,Women,Footwear,Street Footwear,44,14,616
2021-02-04,2021,February,Montana,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,45,55,2475
2021-02-04,2021,February,North Carolina,Online,Men's Apparel,Men,Apparel,Apparel,89,78,6942
2021-02-04,2021,February,North Carolina,Online,Women's Apparel,Women,Apparel,Apparel,59,90,5310
2021-02-04,2021,February,North Carolina,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,59,67,3953
2021-02-04,2021,February,South Carolina,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,69,82,5658
2021-02-04,2021,February,South Carolina,Online,Men's Street Footwear,Men,Footwear,Street Footwear,69,124,8556
2021-02-04,2021,February,South Carolina,Online,Women's Street Footwear,Women,Footwear,Street Footwear,48,85,4080
2021-02-05,2021,February,California,Online,Men's Street Footwear,Men,Footwear,Street Footwear,52,26,1352
2021-02-05,2021,February,California,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,94,114,10716
2021-02-05,2021,February,Connecticut,In-store,Men's Apparel,Men,Apparel,Apparel,50,20,1000
2021-02-05,2021,February,Connecticut,In-store,Women's Apparel,Women,Apparel,Apparel,40,30,1200
2021-02-05,2021,February,Connecticut,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,35,13,455
2021-02-05,2021,February,Connecticut,Online,Men's Apparel,Men,Apparel,Apparel,49,6,294
2021-02-05,2021,February,Connecticut,Online,Women's Apparel,Women,Apparel,Apparel,39,8,312
2021-02-05,2021,February,Connecticut,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,32,3,96
2021-02-05,2021,February,Connecticut,Outlet,Men's Apparel,Men,Apparel,Apparel,39,7,273
2021-02-05,2021,February,Connecticut,Outlet,Women's Apparel,Women,Apparel,Apparel,32,10,320
2021-02-05,2021,February,Connecticut,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,24,4,96
2021-02-05,2021,February,Montana,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,36,11,396
2021-02-05,2021,February,Montana,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,40,45,1800
2021-02-05,2021,February,New Jersey,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,40,20,800
2021-02-05,2021,February,New Jersey,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,40,55,2200
2021-02-05,2021,February,New Jersey,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,30,25,750
2021-02-05,2021,February,New Jersey,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,37,5,185
2021-02-05,2021,February,New Jersey,Online,Men's Street Footwear,Men,Footwear,Street Footwear,39,15,585
2021-02-05,2021,February,New Jersey,Online,Women's Street Footwear,Women,Footwear,Street Footwear,29,7,203
2021-02-06,2021,February,California,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,58,24,1392
2021-02-06,2021,February,California,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,106,119,12614
2021-02-06,2021,February,Iowa,In-store,Men's Apparel,Men,Apparel,Apparel,40,15,600
2021-02-06,2021,February,Iowa,In-store,Women's Apparel,Women,Apparel,Apparel,15,25,375
2021-02-06,2021,February,Iowa,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,25,8,200
2021-02-06,2021,February,Iowa,Online,Men's Apparel,Men,Apparel,Apparel,38,4,152
2021-02-06,2021,February,Iowa,Online,Women's Apparel,Women,Apparel,Apparel,14,7,98
2021-02-06,2021,February,Iowa,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,25,2,50
2021-02-06,2021,February,Montana,Online,Men's Apparel,Men,Apparel,Apparel,42,12,504
2021-02-06,2021,February,Montana,Outlet,Men's Apparel,Men,Apparel,Apparel,45,48,2160
2021-02-06,2021,February,North Dakota,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,30,15,450
2021-02-06,2021,February,North Dakota,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,30,50,1500
2021-02-06,2021,February,North Dakota,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,20,20,400
2021-02-06,2021,February,North Dakota,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,28,5,140
2021-02-06,2021,February,North Dakota,Online,Men's Street Footwear,Men,Footwear,Street Footwear,28,15,420
2021-02-06,2021,February,North Dakota,Online,Women's Street Footwear,Women,Footwear,Street Footwear,19,6,114
2021-02-07,2021,February,California,Online,Women's Street Footwear,Women,Footwear,Street Footwear,50,21,1050
2021-02-07,2021,February,California,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,95,98,9310
2021-02-07,2021,February,Georgia,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,79,95,7505
2021-02-07,2021,February,Georgia,Online,Men's Street Footwear,Men,Footwear,Street Footwear,78,139,10842
2021-02-07,2021,February,Georgia,Online,Women's Street Footwear,Women,Footwear,Street Footwear,59,100,5900
2021-02-07,2021,February,Georgia,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,27,25,675
2021-02-07,2021,February,Georgia,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,31,38,1178
2021-02-07,2021,February,Georgia,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,21,25,525
2021-02-07,2021,February,Montana,Online,Women's Apparel,Women,Apparel,Apparel,58,14,812
2021-02-07,2021,February,Montana,Outlet,Women's Apparel,Women,Apparel,Apparel,60,48,2880
2021-02-07,2021,February,South Carolina,Online,Men's Apparel,Men,Apparel,Apparel,99,89,8811
2021-02-07,2021,February,South Carolina,Online,Women's Apparel,Women,Apparel,Apparel,69,102,7038
2021-02-07,2021,February,South Carolina,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,68,80,5440
2021-02-08,2021,February,California,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,53,21,1113
2021-02-08,2021,February,California,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,92,91,8372
2021-02-08,2021,February,Connecticut,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,35,13,455
2021-02-08,2021,February,Connecticut,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,35,48,1680
2021-02-08,2021,February,Connecticut,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,25,18,450
2021-02-08,2021,February,Connecticut,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,34,4,136
2021-02-08,2021,February,Connecticut,Online,Men's Street Footwear,Men,Footwear,Street Footwear,34,12,408
2021-02-08,2021,February,Connecticut,Online,Women's Street Footwear,Women,Footwear,Street Footwear,24,5,120
2021-02-08,2021,February,Connecticut,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,24,4,96
2021-02-08,2021,February,Connecticut,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,24,16,384
2021-02-08,2021,February,Connecticut,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,18,5,90
2021-02-08,2021,February,Delaware,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,35,18,630
2021-02-08,2021,February,Delaware,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,35,53,1855
2021-02-08,2021,February,Delaware,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,25,23,575
2021-02-08,2021,February,Delaware,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,32,5,160
2021-02-08,2021,February,Delaware,Online,Men's Street Footwear,Men,Footwear,Street Footwear,34,15,510
2021-02-08,2021,February,Delaware,Online,Women's Street Footwear,Women,Footwear,Street Footwear,24,6,144
2021-02-08,2021,February,Montana,Online,Men's Street Footwear,Men,Footwear,Street Footwear,42,20,840
2021-02-08,2021,February,Montana,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,45,68,3060
2021-02-08,2021,February,New Jersey,In-store,Men's Apparel,Men,Apparel,Apparel,45,18,810
2021-02-08,2021,February,New Jersey,In-store,Women's Apparel,Women,Apparel,Apparel,35,28,980
2021-02-08,2021,February,New Jersey,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,30,10,300
2021-02-08,2021,February,New Jersey,Online,Men's Apparel,Men,Apparel,Apparel,41,5,205
2021-02-08,2021,February,New Jersey,Online,Women's Apparel,Women,Apparel,Apparel,32,7,224
2021-02-08,2021,February,New Jersey,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,29,3,87
2021-02-08,2021,February,Rhode Island,In-store,Men's Apparel,Men,Apparel,Apparel,45,13,585
2021-02-08,2021,February,Rhode Island,In-store,Women's Apparel,Women,Apparel,Apparel,35,23,805
2021-02-08,2021,February,Rhode Island,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,30,5,150
2021-02-08,2021,February,Rhode Island,Online,Men's Apparel,Men,Apparel,Apparel,41,4,164
2021-02-08,2021,February,Rhode Island,Online,Women's Apparel,Women,Apparel,Apparel,33,7,231
2021-02-08,2021,February,Rhode Island,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,29,1,29
2021-02-08,2021,February,Rhode Island,Outlet,Men's Apparel,Men,Apparel,Apparel,34,4,136
2021-02-08,2021,February,Rhode Island,Outlet,Women's Apparel,Women,Apparel,Apparel,27,8,216
2021-02-08,2021,February,Rhode Island,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,20,2,40
2021-02-09,2021,February,California,Online,Men's Apparel,Men,Apparel,Apparel,63,16,1008
2021-02-09,2021,February,California,Outlet,Men's Apparel,Men,Apparel,Apparel,116,88,10208
2021-02-09,2021,February,Montana,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,54,19,1026
2021-02-09,2021,February,Montana,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,55,63,3465
2021-02-09,2021,February,North Dakota,Online,Men's Apparel,Men,Apparel,Apparel,87,23,2001
2021-02-09,2021,February,North Dakota,Online,Women's Apparel,Women,Apparel,Apparel,48,35,1680
2021-02-09,2021,February,North Dakota,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,59,13,767
2021-02-09,2021,February,South Dakota,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,69,23,1587
2021-02-09,2021,February,South Dakota,Online,Men's Street Footwear,Men,Footwear,Street Footwear,69,68,4692
2021-02-09,2021,February,South Dakota,Online,Women's Street Footwear,Women,Footwear,Street Footwear,49,30,1470
2021-02-10,2021,February,California,Online,Women's Apparel,Women,Apparel,Apparel,67,20,1340
2021-02-10,2021,February,California,Outlet,Women's Apparel,Women,Apparel,Apparel,126,104,13104
2021-02-10,2021,February,Florida,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,45,55,2475
2021-02-10,2021,February,Florida,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,45,90,4050
2021-02-10,2021,February,Florida,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,35,60,2100
2021-02-10,2021,February,Florida,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,42,14,588
2021-02-10,2021,February,Florida,Online,Men's Street Footwear,Men,Footwear,Street Footwear,44,23,1012
2021-02-10,2021,February,Florida,Online,Women's Street Footwear,Women,Footwear,Street Footwear,33,17,561
2021-02-10,2021,February,Florida,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,31,17,527
2021-02-10,2021,February,Florida,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,36,29,1044
2021-02-10,2021,February,Florida,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,23,20,460
2021-02-10,2021,February,Indiana,In-store,Men's Apparel,Men,Apparel,Apparel,45,20,900
2021-02-10,2021,February,Indiana,In-store,Women's Apparel,Women,Apparel,Apparel,20,30,600
2021-02-10,2021,February,Indiana,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,30,13,390
2021-02-10,2021,February,Indiana,Online,Men's Apparel,Men,Apparel,Apparel,41,6,246
2021-02-10,2021,February,Indiana,Online,Women's Apparel,Women,Apparel,Apparel,19,8,152
2021-02-10,2021,February,Indiana,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,29,4,116
2021-02-10,2021,February,Montana,Online,Women's Street Footwear,Women,Footwear,Street Footwear,49,13,637
2021-02-10,2021,February,Montana,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,50,50,2500
2021-02-10,2021,February,New York,In-store,Men's Apparel,Men,Apparel,Apparel,55,55,3025
2021-02-10,2021,February,New York,In-store,Women's Apparel,Women,Apparel,Apparel,45,65,2925
2021-02-10,2021,February,New York,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,40,48,1920
2021-02-10,2021,February,New York,Online,Men's Apparel,Men,Apparel,Apparel,50,15,750
2021-02-10,2021,February,New York,Online,Women's Apparel,Women,Apparel,Apparel,42,18,756
2021-02-10,2021,February,New York,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,37,13,481
2021-02-10,2021,February,Wisconsin,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,35,20,700
2021-02-10,2021,February,Wisconsin,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,35,55,1925
2021-02-10,2021,February,Wisconsin,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,25,25,625
2021-02-10,2021,February,Wisconsin,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,34,5,170
2021-02-10,2021,February,Wisconsin,Online,Men's Street Footwear,Men,Footwear,Street Footwear,34,16,544
2021-02-10,2021,February,Wisconsin,Online,Women's Street Footwear,Women,Footwear,Street Footwear,24,7,168
2021-02-11,2021,February,California,Online,Men's Street Footwear,Men,Footwear,Street Footwear,51,29,1479
2021-02-11,2021,February,California,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,95,130,12350
2021-02-11,2021,February,Missouri,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,25,38,950
2021-02-11,2021,February,Missouri,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,25,73,1825
2021-02-11,2021,February,Missouri,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,15,43,645
2021-02-11,2021,February,Missouri,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,24,10,240
2021-02-11,2021,February,Missouri,Online,Men's Street Footwear,Men,Footwear,Street Footwear,25,22,550
2021-02-11,2021,February,Missouri,Online,Women's Street Footwear,Women,Footwear,Street Footwear,14,12,168
2021-02-11,2021,February,Montana,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,41,11,451
2021-02-11,2021,February,Montana,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,45,43,1935
2021-02-11,2021,February,North Carolina,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,68,62,4216
2021-02-11,2021,February,North Carolina,Online,Men's Street Footwear,Men,Footwear,Street Footwear,67,106,7102
2021-02-11,2021,February,North Carolina,Online,Women's Street Footwear,Women,Footwear,Street Footwear,48,69,3312
2021-02-11,2021,February,Ohio,Online,Men's Apparel,Men,Apparel,Apparel,86,57,4902
2021-02-11,2021,February,Ohio,Online,Women's Apparel,Women,Apparel,Apparel,59,69,4071
2021-02-11,2021,February,Ohio,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,59,48,2832
2021-02-11,2021,February,Utah,In-store,Men's Apparel,Men,Apparel,Apparel,35,38,1330
2021-02-11,2021,February,Utah,In-store,Women's Apparel,Women,Apparel,Apparel,25,45,1125
2021-02-11,2021,February,Utah,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,20,30,600
2021-02-11,2021,February,Utah,Online,Men's Apparel,Men,Apparel,Apparel,32,10,320
2021-02-11,2021,February,Utah,Online,Women's Apparel,Women,Apparel,Apparel,24,13,312
2021-02-11,2021,February,Utah,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,19,9,171
2021-02-11,2021,February,Utah,Outlet,Men's Apparel,Men,Apparel,Apparel,28,12,336
2021-02-11,2021,February,Utah,Outlet,Women's Apparel,Women,Apparel,Apparel,18,15,270
2021-02-11,2021,February,Utah,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,16,9,144
2021-02-12,2021,February,California,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,58,27,1566
2021-02-12,2021,February,California,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,106,131,13886
2021-02-12,2021,February,Kansas,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,79,23,1817
2021-02-12,2021,February,Kansas,Online,Men's Street Footwear,Men,Footwear,Street Footwear,77,69,5313
2021-02-12,2021,February,Kansas,Online,Women's Street Footwear,Women,Footwear,Street Footwear,59,29,1711
2021-02-12,2021,February,Massachusetts,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,45,23,1035
2021-02-12,2021,February,Massachusetts,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,45,58,2610
2021-02-12,2021,February,Massachusetts,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,35,28,980
2021-02-12,2021,February,Massachusetts,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,44,6,264
2021-02-12,2021,February,Massachusetts,Online,Men's Street Footwear,Men,Footwear,Street Footwear,41,17,697
2021-02-12,2021,February,Massachusetts,Online,Women's Street Footwear,Women,Footwear,Street Footwear,33,7,231
2021-02-12,2021,February,Massachusetts,Outlet,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,33,7,231
2021-02-12,2021,February,Massachusetts,Outlet,Men's Street Footwear,Men,Footwear,Street Footwear,33,18,594
2021-02-12,2021,February,Massachusetts,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,25,9,225
2021-02-12,2021,February,Montana,Online,Men's Apparel,Men,Apparel,Apparel,52,11,572
2021-02-12,2021,February,Montana,Outlet,Men's Apparel,Men,Apparel,Apparel,55,43,2365
2021-02-12,2021,February,New York,In-store,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,40,50,2000
2021-02-12,2021,February,New York,In-store,Men's Street Footwear,Men,Footwear,Street Footwear,40,85,3400
2021-02-12,2021,February,New York,In-store,Women's Street Footwear,Women,Footwear,Street Footwear,30,55,1650
2021-02-12,2021,February,New York,Online,Men's Athletic Footwear,Men,Footwear,Athletic Footwear,37,15,555
2021-02-12,2021,February,New York,Online,Men's Street Footwear,Men,Footwear,Street Footwear,37,24,888
2021-02-12,2021,February,New York,Online,Women's Street Footwear,Women,Footwear,Street Footwear,29,14,406
2021-02-12,2021,February,South Dakota,Online,Men's Apparel,Men,Apparel,Apparel,98,23,2254
2021-02-12,2021,February,South Dakota,Online,Women's Apparel,Women,Apparel,Apparel,67,36,2412
2021-02-12,2021,February,South Dakota,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,68,13,884
2021-02-12,2021,February,Vermont,In-store,Men's Apparel,Men,Apparel,Apparel,55,23,1265
2021-02-12,2021,February,Vermont,In-store,Women's Apparel,Women,Apparel,Apparel,45,33,1485
2021-02-12,2021,February,Vermont,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,40,15,600
2021-02-12,2021,February,Vermont,Online,Men's Apparel,Men,Apparel,Apparel,54,6,324
2021-02-12,2021,February,Vermont,Online,Women's Apparel,Women,Apparel,Apparel,43,9,387
2021-02-12,2021,February,Vermont,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,36,5,180
2021-02-12,2021,February,Vermont,Outlet,Men's Apparel,Men,Apparel,Apparel,36,7,252
2021-02-12,2021,February,Vermont,Outlet,Women's Apparel,Women,Apparel,Apparel,35,11,385
2021-02-12,2021,February,Vermont,Outlet,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,30,5,150
2021-02-12,2021,February,Wyoming,In-store,Men's Apparel,Men,Apparel,Apparel,50,50,2500
2021-02-12,2021,February,Wyoming,In-store,Women's Apparel,Women,Apparel,Apparel,40,60,2400
2021-02-12,2021,February,Wyoming,In-store,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,35,43,1505
2021-02-12,2021,February,Wyoming,Online,Men's Apparel,Men,Apparel,Apparel,47,15,705
2021-02-12,2021,February,Wyoming,Online,Women's Apparel,Women,Apparel,Apparel,38,17,646
2021-02-12,2021,February,Wyoming,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,32,12,384
2021-02-13,2021,February,California,Online,Women's Street Footwear,Women,Footwear,Street Footwear,52,23,1196
2021-02-13,2021,February,California,Outlet,Women's Street Footwear,Women,Footwear,Street Footwear,99,104,10296
2021-02-13,2021,February,Georgia,Online,Men's Apparel,Men,Apparel,Apparel,86,23,1978
2021-02-13,2021,February,Georgia,Online,Women's Apparel,Women,Apparel,Apparel,77,48,3696
2021-02-13,2021,February,Georgia,Online,Women's Athletic Footwear,Women,Footwear,Athletic Footwear,76,31,2356
2021-02-13,2021,February,Georgia,Outlet,Men's Apparel,Men,Apparel,Apparel,34,6,204
2021-02-13,2021,February,Georgia,Outlet,Women's Apparel,Women,Apparel,Apparel,28,13,364
