Date,State,Sales Method,Product,Price per Unit,Units Sold
2021-01-10,Connecticut,In-store,Men's Athletic Footwear,35,23
2021-01-10,Connecticut,In-store,Men's Street Footwear,35,43
2021-01-10,Connecticut,In-store,Women's Apparel,35,23
2021-01-10,Connecticut,In-store,Women's Athletic Footwear,30,8
2021-01-10,Connecticut,In-store,Women's Street Footwear,25,23
2021-01-10,Connecticut,Online,Men's Apparel,44,3
2021-01-10,Connecticut,Online,Men's Athletic Footwear,34,6
2021-01-10,Connecticut,Online,Men's Street Footwear,34,12
2021-01-10,Connecticut,Online,Women's Apparel,33,6
2021-01-10,Connecticut,Online,Women's Athletic Footwear,29,2
2021-01-10,Connecticut,Online,Women's Street Footwear,24,6
2021-01-10,Connecticut,Outlet,Men's Apparel,34,4
2021-01-10,Connecticut,Outlet,Men's Athletic Footwear,28,8
2021-01-10,Connecticut,Outlet,Men's Street Footwear,23,15
2021-01-10,Connecticut,Outlet,Women's Apparel,26,7
2021-01-10,Connecticut,Outlet,Women's Athletic Footwear,24,2
2021-01-10,Connecticut,Outlet,Women's Street Footwear,19,7
2021-01-10,Delaware,In-store,Men's Apparel,45,18
2021-01-10,Delaware,In-store,Men's Athletic Footwear,35,28
2021-01-10,Delaware,In-store,Men's Street Footwear,35,48
2021-01-10,Delaware,In-store,Women's Apparel,35,28
2021-01-10,Delaware,In-store,Women's Athletic Footwear,30,13
2021-01-10,Delaware,In-store,Women's Street Footwear,25,28
2021-01-10,Delaware,Online,Men's Apparel,41,5
2021-01-10,Delaware,Online,Men's Athletic Footwear,33,8
2021-01-10,Delaware,Online,Men's Street Footwear,32,14
2021-01-10,Delaware,Online,Women's Apparel,33,7
2021-01-10,Delaware,Online,Women's Athletic Footwear,27,4
2021-01-10,Delaware,Online,Women's Street Footwear,24,7
2021-01-10,Maine,Online,Men's Athletic Footwear,41,11
2021-01-10,Maine,Online,Men's Street Footwear,33,10
2021-01-10,Maine,Online,Women's Athletic Footwear,43,6
2021-01-10,Maine,Online,Women's Street Footwear,43,10
2021-01-10,Maine,Outlet,Men's Athletic Footwear,45,38
2021-01-10,Maine,Outlet,Men's Street Footwear,35,38
2021-01-10,Maine,Outlet,Women's Athletic Footwear,45,23
2021-01-10,Maine,Outlet,Women's Street Footwear,45,38
2021-01-10,Montana,Online,Men's Athletic Footwear,41,12
2021-01-10,Montana,Outlet,Men's Athletic Footwear,45,43
2021-01-10,Wisconsin,In-store,Men's Apparel,45,20
2021-01-10,Wisconsin,In-store,Men's Athletic Footwear,35,30
2021-01-10,Wisconsin,In-store,Men's Street Footwear,35,50
2021-01-10,Wisconsin,In-store,Women's Apparel,35,30
2021-01-10,Wisconsin,In-store,Women's Athletic Footwear,30,15
2021-01-10,Wisconsin,In-store,Women's Street Footwear,25,30
2021-01-10,Wisconsin,Online,Men's Apparel,41,6
2021-01-10,Wisconsin,Online,Men's Athletic Footwear,32,8
2021-01-10,Wisconsin,Online,Men's Street Footwear,32,14
2021-01-10,Wisconsin,Online,Women's Apparel,32,8
2021-01-10,Wisconsin,Online,Women's Athletic Footwear,28,4
2021-01-10,Wisconsin,Online,Women's Street Footwear,24,9
2021-01-11,California,Online,Women's Apparel,72,22
2021-01-11,California,Outlet,Women's Apparel,140,119
2021-01-11,Missouri,In-store,Men's Apparel,35,38
2021-01-11,Missouri,In-store,Men's Athletic Footwear,25,48
2021-01-11,Missouri,In-store,Men's Street Footwear,25,68
2021-01-11,Missouri,In-store,Women's Apparel,25,48
2021-01-11,Missouri,In-store,Women's Athletic Footwear,20,33
2021-01-11,Missouri,In-store,Women's Street Footwear,15,48
2021-01-11,Missouri,Online,Men's Apparel,33,10
2021-01-11,Missouri,Online,Men's Athletic Footwear,23,13
2021-01-11,Missouri,Online,Men's Street Footwear,23,20
2021-01-11,Missouri,Online,Women's Apparel,24,14
2021-01-11,Missouri,Online,Women's Athletic Footwear,18,9
2021-01-11,Missouri,Online,Women's Street Footwear,14,14
2021-01-11,Montana,Online,Women's Street Footwear,42,13
2021-01-11,Montana,Outlet,Women's Street Footwear,45,43
2021-01-12,California,Online,Men's Street Footwear,56,28
2021-01-12,California,Outlet,Men's Street Footwear,101,137
2021-01-12,Florida,In-store,Men's Apparel,55,55
2021-01-12,Florida,In-store,Men's Athletic Footwear,45,65
2021-01-12,Florida,In-store,Men's Street Footwear,45,85
2021-01-12,Florida,In-store,Women's Apparel,45,65
2021-01-12,Florida,In-store,Women's Athletic Footwear,40,50
2021-01-12,Florida,In-store,Women's Street Footwear,35,65
2021-01-12,Florida,Online,Men's Apparel,51,17
2021-01-12,Florida,Online,Men's Athletic Footwear,44,19
2021-01-12,Florida,Online,Men's Street Footwear,41,26
2021-01-12,Florida,Online,Women's Apparel,44,18
2021-01-12,Florida,Online,Women's Athletic Footwear,37,15
2021-01-12,Florida,Online,Women's Street Footwear,32,17
2021-01-12,Florida,Outlet,Men's Apparel,36,19
2021-01-12,Florida,Outlet,Men's Athletic Footwear,36,22
2021-01-12,Florida,Outlet,Men's Street Footwear,30,27
2021-01-12,Florida,Outlet,Women's Apparel,35,22
2021-01-12,Florida,Outlet,Women's Athletic Footwear,30,17
2021-01-12,Florida,Outlet,Women's Street Footwear,26,20
2021-01-12,Kansas,Online,Men's Apparel,98,22
2021-01-12,Kansas,Online,Men's Athletic Footwear,77,36
2021-01-12,Kansas,Online,Men's Street Footwear,78,62
2021-01-12,Kansas,Online,Women's Apparel,77,35
2021-01-12,Kansas,Online,Women's Athletic Footwear,69,17
2021-01-12,Kansas,Online,Women's Street Footwear,57,36
2021-01-12,Montana,Online,Women's Athletic Footwear,44,9
2021-01-12,Montana,Outlet,Women's Athletic Footwear,45,33
2021-01-13,California,Online,Men's Athletic Footwear,59,25
2021-01-13,California,Outlet,Men's Athletic Footwear,114,114
2021-01-13,Montana,Online,Men's Apparel,48,6
2021-01-13,Montana,Outlet,Men's Apparel,50,20
2021-01-13,New Mexico,Online,Men's Apparel,86,31
2021-01-13,New Mexico,Online,Men's Athletic Footwear,79,59
2021-01-13,New Mexico,Online,Men's Street Footwear,59,58
2021-01-13,New Mexico,Online,Women's Apparel,76,57
2021-01-13,New Mexico,Online,Women's Athletic Footwear,79,38
2021-01-13,New Mexico,Online,Women's Street Footwear,78,58
2021-01-13,New Mexico,Outlet,Men's Apparel,35,8
2021-01-13,New Mexico,Outlet,Men's Athletic Footwear,27,14
2021-01-13,New Mexico,Outlet,Men's Street Footwear,24,15
2021-01-13,New Mexico,Outlet,Women's Apparel,28,14
2021-01-13,New Mexico,Outlet,Women's Athletic Footwear,28,10
2021-01-13,New Mexico,Outlet,Women's Street Footwear,32,14
2021-01-13,North Carolina,Online,Men's Apparel,89,61
2021-01-13,North Carolina,Online,Men's Athletic Footwear,68,73
2021-01-13,North Carolina,Online,Men's Street Footwear,67,97
2021-01-13,North Carolina,Online,Women's Apparel,67,75
2021-01-13,North Carolina,Online,Women's Athletic Footwear,59,55
2021-01-13,North Carolina,Online,Women's Street Footwear,49,75
2021-01-14,California,Online,Women's Street Footwear,62,25
2021-01-14,California,Outlet,Women's Street Footwear,111,109
2021-01-14,Massachusetts,In-store,Men's Apparel,55,23
2021-01-14,Massachusetts,In-store,Men's Athletic Footwear,45,33
2021-01-14,Massachusetts,In-store,Men's Street Footwear,45,53
2021-01-14,Massachusetts,In-store,Women's Apparel,45,33
2021-01-14,Massachusetts,In-store,Women's Athletic Footwear,40,18
2021-01-14,Massachusetts,In-store,Women's Street Footwear,35,33
2021-01-14,Massachusetts,Online,Men's Apparel,52,7
2021-01-14,Massachusetts,Online,Men's Athletic Footwear,42,9
2021-01-14,Massachusetts,Online,Men's Street Footwear,44,15
2021-01-14,Massachusetts,Online,Women's Apparel,44,10
2021-01-14,Massachusetts,Online,Women's Athletic Footwear,39,4
2021-01-14,Massachusetts,Online,Women's Street Footwear,32,9
2021-01-14,Massachusetts,Outlet,Men's Apparel,37,7
2021-01-14,Massachusetts,Outlet,Men's Athletic Footwear,36,11
2021-01-14,Massachusetts,Outlet,Men's Street Footwear,35,18
2021-01-14,Massachusetts,Outlet,Women's Apparel,34,10
2021-01-14,Massachusetts,Outlet,Women's Athletic Footwear,29,5
2021-01-14,Massachusetts,Outlet,Women's Street Footwear,27,10
2021-01-14,Montana,Online,Women's Apparel,42,11
2021-01-14,Montana,Outlet,Women's Apparel,45,40
2021-01-14,New York,In-store,Men's Apparel,50,50
2021-01-14,New York,In-store,Men's Athletic Footwear,40,60
2021-01-14,New York,In-store,Men's Street Footwear,40,80
2021-01-14,New York,In-store,Women's Apparel,40,60
2021-01-14,New York,In-store,Women's Athletic Footwear,35,45
2021-01-14,New York,In-store,Women's Street Footwear,30,60
2021-01-14,New York,Online,Men's Apparel,49,15
2021-01-14,New York,Online,Men's Athletic Footwear,39,16
2021-01-14,New York,Online,Men's Street Footwear,39,22
2021-01-14,New York,Online,Women's Apparel,38,16
2021-01-14,New York,Online,Women's Athletic Footwear,34,13
2021-01-14,New York,Online,Women's Street Footwear,29,17
2021-01-15,California,Online,Women's Athletic Footwear,55,22
2021-01-15,California,Outlet,Women's Athletic Footwear,106,98
2021-01-15,Montana,Online,Men's Street Footwear,44,16
2021-01-15,Montana,Outlet,Men's Street Footwear,45,58
2021-01-16,California,Online,Men's Apparel,64,23
2021-01-16,California,Outlet,Men's Apparel,109,102
2021-01-16,Montana,Online,Men's Athletic Footwear,43,10
2021-01-16,Montana,Outlet,Men's Athletic Footwear,45,38
2021-01-16,Oklahoma,Online,Men's Apparel,68,32
2021-01-16,Oklahoma,Online,Men's Athletic Footwear,48,44
2021-01-16,Oklahoma,Online,Men's Street Footwear,48,70
2021-01-16,Oklahoma,Online,Women's Apparel,48,45
2021-01-16,Oklahoma,Online,Women's Athletic Footwear,39,26
2021-01-16,Oklahoma,Online,Women's Street Footwear,29,44
2021-01-16,Oklahoma,Outlet,Men's Apparel,28,9
2021-01-16,Oklahoma,Outlet,Men's Athletic Footwear,16,11
2021-01-16,Oklahoma,Outlet,Men's Street Footwear,17,18
2021-01-16,Oklahoma,Outlet,Women's Apparel,17,12
2021-01-16,Oklahoma,Outlet,Women's Athletic Footwear,16,7
2021-01-16,Oklahoma,Outlet,Women's Street Footwear,12,12
2021-01-17,California,Online,Women's Apparel,72,23
2021-01-17,California,Outlet,Women's Apparel,136,104
2021-01-17,Indiana,In-store,Men's Apparel,45,20
2021-01-17,Indiana,In-store,Men's Athletic Footwear,35,30
2021-01-17,Indiana,In-store,Men's Street Footwear,35,50
2021-01-17,Indiana,In-store,Women's Apparel,35,30
2021-01-17,Indiana,In-store,Women's Athletic Footwear,30,15
2021-01-17,Indiana,In-store,Women's Street Footwear,25,30
2021-01-17,Indiana,Online,Men's Apparel,41,5
2021-01-17,Indiana,Online,Men's Athletic Footwear,32,8
2021-01-17,Indiana,Online,Men's Street Footwear,32,13
2021-01-17,Indiana,Online,Women's Apparel,34,8
2021-01-17,Indiana,Online,Women's Athletic Footwear,29,5
2021-01-17,Indiana,Online,Women's Street Footwear,25,9
2021-01-17,Maryland,In-store,Men's Apparel,50,23
2021-01-17,Maryland,In-store,Men's Athletic Footwear,40,33
2021-01-17,Maryland,In-store,Men's Street Footwear,40,53
2021-01-17,Maryland,In-store,Women's Apparel,40,33
2021-01-17,Maryland,In-store,Women's Athletic Footwear,35,18
2021-01-17,Maryland,In-store,Women's Street Footwear,30,33
2021-01-17,Maryland,Online,Men's Apparel,49,6
2021-01-17,Maryland,Online,Men's Athletic Footwear,38,8
2021-01-17,Maryland,Online,Men's Street Footwear,36,14
2021-01-17,Maryland,Online,Women's Apparel,36,8
2021-01-17,Maryland,Online,Women's Athletic Footwear,32,5
2021-01-17,Maryland,Online,Women's Street Footwear,29,9
2021-01-17,Montana,Online,Women's Street Footwear,44,12
2021-01-17,Montana,Outlet,Women's Street Footwear,45,40
2021-01-17,Oregon,In-store,Men's Apparel,50,20
2021-01-17,Oregon,In-store,Men's Athletic Footwear,45,40
2021-01-17,Oregon,In-store,Men's Street Footwear,35,40
2021-01-17,Oregon,In-store,Women's Apparel,45,45
2021-01-17,Oregon,In-store,Women's Athletic Footwear,45,25
2021-01-17,Oregon,In-store,Women's Street Footwear,45,40
2021-01-17,Oregon,Online,Men's Apparel,46,6
2021-01-17,Oregon,Online,Men's Athletic Footwear,42,10
2021-01-17,Oregon,Online,Men's Street Footwear,33,10
2021-01-17,Oregon,Online,Women's Apparel,41,12
2021-01-17,Oregon,Online,Women's Athletic Footwear,41,7
2021-01-17,Oregon,Online,Women's Street Footwear,43,11
2021-01-17,Oregon,Outlet,Men's Apparel,33,7
2021-01-17,Oregon,Outlet,Men's Athletic Footwear,31,12
2021-01-17,Oregon,Outlet,Men's Street Footwear,28,12
2021-01-17,Oregon,Outlet,Women's Apparel,34,14
2021-01-17,Oregon,Outlet,Women's Athletic Footwear,34,8
2021-01-17,Oregon,Outlet,Women's Street Footwear,33,13
2021-01-17,Rhode Island,In-store,Men's Apparel,50,15
2021-01-17,Rhode Island,In-store,Men's Athletic Footwear,40,25
2021-01-17,Rhode Island,In-store,Men's Street Footwear,40,45
2021-01-17,Rhode Island,In-store,Women's Apparel,40,25
2021-01-17,Rhode Island,In-store,Women's Athletic Footwear,35,10
2021-01-17,Rhode Island,In-store,Women's Street Footwear,30,25
2021-01-17,Rhode Island,Online,Men's Apparel,48,4
2021-01-17,Rhode Island,Online,Men's Athletic Footwear,38,7
2021-01-17,Rhode Island,Online,Men's Street Footwear,38,13
2021-01-17,Rhode Island,Online,Women's Apparel,38,7
2021-01-17,Rhode Island,Online,Women's Athletic Footwear,34,3
2021-01-17,Rhode Island,Online,Women's Street Footwear,27,7
2021-01-17,Rhode Island,Outlet,Men's Apparel,39,5
2021-01-17,Rhode Island,Outlet,Men's Athletic Footwear,28,9
2021-01-17,Rhode Island,Outlet,Men's Street Footwear,28,14
2021-01-17,Rhode Island,Outlet,Women's Apparel,26,8
2021-01-17,Rhode Island,Outlet,Women's Athletic Footwear,25,3
2021-01-17,Rhode Island,Outlet,Women's Street Footwear,22,8
2021-01-18,California,Online,Men's Street Footwear,62,27
2021-01-18,California,Outlet,Men's Street Footwear,110,128
2021-01-18,Michigan,In-store,Men's Apparel,40,33
2021-01-18,Michigan,In-store,Men's Athletic Footwear,30,43
2021-01-18,Michigan,In-store,Men's Street Footwear,30,63
2021-01-18,Michigan,In-store,Women's Apparel,30,43
2021-01-18,Michigan,In-store,Women's Athletic Footwear,25,28
2021-01-18,Michigan,In-store,Women's Street Footwear,20,43
2021-01-18,Michigan,Online,Men's Apparel,39,10
2021-01-18,Michigan,Online,Men's Athletic Footwear,29,12
2021-01-18,Michigan,Online,Men's Street Footwear,27,16
2021-01-18,Michigan,Online,Women's Apparel,29,12
2021-01-18,Michigan,Online,Women's Athletic Footwear,24,8
2021-01-18,Michigan,Online,Women's Street Footwear,19,12
2021-01-18,Montana,Online,Women's Athletic Footwear,36,8
2021-01-18,Montana,Outlet,Women's Athletic Footwear,40,30
2021-01-19,California,Online,Men's Athletic Footwear,66,26
2021-01-19,California,Outlet,Men's Athletic Footwear,117,121
2021-01-19,Montana,Online,Men's Apparel,44,6
2021-01-19,Montana,Outlet,Men's Apparel,45,20
2021-01-19,Virginia,In-store,Men's Apparel,45,45
2021-01-19,Virginia,In-store,Men's Athletic Footwear,35,55
2021-01-19,Virginia,In-store,Men's Street Footwear,35,75
2021-01-19,Virginia,In-store,Women's Apparel,35,55
2021-01-19,Virginia,In-store,Women's Athletic Footwear,30,40
2021-01-19,Virginia,In-store,Women's Street Footwear,25,55
2021-01-19,Virginia,Online,Men's Apparel,43,12
2021-01-19,Virginia,Online,Men's Athletic Footwear,34,15
2021-01-19,Virginia,Online,Men's Street Footwear,34,20
2021-01-19,Virginia,Online,Women's Apparel,33,14
2021-01-19,Virginia,Online,Women's Athletic Footwear,29,12
2021-01-19,Virginia,Online,Women's Street Footwear,23,15
2021-01-19,Virginia,Outlet,Men's Apparel,30,14
2021-01-19,Virginia,Outlet,Men's Athletic Footwear,28,19
2021-01-19,Virginia,Outlet,Men's Street Footwear,23,23
2021-01-19,Virginia,Outlet,Women's Apparel,25,19
2021-01-19,Virginia,Outlet,Women's Athletic Footwear,21,14
2021-01-19,Virginia,Outlet,Women's Street Footwear,18,18
2021-01-20,California,Online,Women's Street Footwear,60,20
2021-01-20,California,Outlet,Women's Street Footwear,116,105
2021-01-20,Kentucky,Online,Men's Apparel,78,55
2021-01-20,Kentucky,Online,Men's Athletic Footwear,59,67
2021-01-20,Kentucky,Online,Men's Street Footwear,59,92
2021-01-20,Kentucky,Online,Women's Apparel,59,69
2021-01-20,Kentucky,Online,Women's Athletic Footwear,48,48
2021-01-20,Kentucky,Online,Women's Street Footwear,38,69
2021-01-20,Montana,Online,Women's Apparel,55,10
2021-01-20,Montana,Outlet,Women's Apparel,60,38
2021-01-21,California,Online,Women's Athletic Footwear,59,19
2021-01-21,California,Outlet,Women's Athletic Footwear,117,101
2021-01-21,Montana,Online,Men's Street Footwear,39,15
2021-01-21,Montana,Outlet,Men's Street Footwear,40,58
2021-01-21,Vermont,In-store,Men's Apparel,60,23
2021-01-21,Vermont,In-store,Men's Athletic Footwear,50,33
2021-01-21,Vermont,In-store,Men's Street Footwear,50,53
2021-01-21,Vermont,In-store,Women's Apparel,50,33
2021-01-21,Vermont,In-store,Women's Athletic Footwear,45,18
2021-01-21,Vermont,In-store,Women's Street Footwear,40,33
2021-01-21,Vermont,Online,Men's Apparel,59,6
2021-01-21,Vermont,Online,Men's Athletic Footwear,45,9
2021-01-21,Vermont,Online,Men's Street Footwear,49,13
2021-01-21,Vermont,Online,Women's Apparel,49,9
2021-01-21,Vermont,Online,Women's Athletic Footwear,43,5
2021-01-21,Vermont,Online,Women's Street Footwear,38,8
2021-01-21,Vermont,Outlet,Men's Apparel,43,7
2021-01-21,Vermont,Outlet,Men's Athletic Footwear,39,11
2021-01-21,Vermont,Outlet,Men's Street Footwear,34,17
2021-01-21,Vermont,Outlet,Women's Apparel,35,10
2021-01-21,Vermont,Outlet,Women's Athletic Footwear,36,6
2021-01-21,Vermont,Outlet,Women's Street Footwear,28,10
2021-01-22,California,Online,Men's Apparel,69,19
2021-01-22,California,Outlet,Men's Apparel,134,101
2021-01-22,Montana,Online,Men's Athletic Footwear,41,11
2021-01-22,Montana,Outlet,Men's Athletic Footwear,45,43
2021-01-22,Ohio,Online,Men's Apparel,96,25
2021-01-22,Ohio,Online,Men's Athletic Footwear,78,38
2021-01-22,Ohio,Online,Men's Street Footwear,77,64
2021-01-22,Ohio,Online,Women's Apparel,77,38
2021-01-22,Ohio,Online,Women's Athletic Footwear,69,19
2021-01-22,Ohio,Online,Women's Street Footwear,58,38
2021-01-23,Arkansas,Online,Men's Apparel,68,36
2021-01-23,Arkansas,Online,Men's Athletic Footwear,50,49
2021-01-23,Arkansas,Online,Men's Street Footwear,49,75
2021-01-23,Arkansas,Online,Women's Apparel,48,48
2021-01-23,Arkansas,Online,Women's Athletic Footwear,38,30
2021-01-23,Arkansas,Online,Women's Street Footwear,30,48
2021-01-23,Arkansas,Outlet,Men's Apparel,23,9
2021-01-23,Arkansas,Outlet,Men's Athletic Footwear,18,12
2021-01-23,Arkansas,Outlet,Men's Street Footwear,17,18
2021-01-23,Arkansas,Outlet,Women's Apparel,18,12
2021-01-23,Arkansas,Outlet,Women's Athletic Footwear,13,7
2021-01-23,Arkansas,Outlet,Women's Street Footwear,10,13
2021-01-23,California,Online,Women's Apparel,76,18
2021-01-23,California,Outlet,Women's Apparel,140,98
2021-01-23,Idaho,Online,Men's Apparel,87,29
2021-01-23,Idaho,Online,Men's Athletic Footwear,77,54
2021-01-23,Idaho,Online,Men's Street Footwear,59,55
2021-01-23,Idaho,Online,Women's Apparel,76,54
2021-01-23,Idaho,Online,Women's Athletic Footwear,78,36
2021-01-23,Idaho,Online,Women's Street Footwear,77,54
2021-01-23,Idaho,Outlet,Men's Apparel,35,7
2021-01-23,Idaho,Outlet,Men's Athletic Footwear,30,14
2021-01-23,Idaho,Outlet,Men's Street Footwear,23,14
2021-01-23,Idaho,Outlet,Women's Apparel,27,14
2021-01-23,Idaho,Outlet,Women's Athletic Footwear,30,9
2021-01-23,Idaho,Outlet,Women's Street Footwear,31,15
2021-01-23,Mississippi,Online,Men's Apparel,69,45
2021-01-23,Mississippi,Online,Men's Athletic Footwear,50,58
2021-01-23,Mississippi,Online,Men's Street Footwear,49,83
2021-01-23,Mississippi,Online,Women's Apparel,48,57
2021-01-23,Mississippi,Online,Women's Athletic Footwear,39,38
2021-01-23,Mississippi,Online,Women's Street Footwear,29,57
2021-01-23,Mississippi,Outlet,Men's Apparel,26,12
2021-01-23,Mississippi,Outlet,Men's Athletic Footwear,18,14
2021-01-23,Mississippi,Outlet,Men's Street Footwear,17,22
2021-01-23,Mississippi,Outlet,Women's Apparel,18,16
2021-01-23,Mississippi,Outlet,Women's Athletic Footwear,13,10
2021-01-23,Mississippi,Outlet,Women's Street Footwear,11,14
2021-01-23,Montana,Online,Women's Street Footwear,44,11
2021-01-23,Montana,Outlet,Women's Street Footwear,45,43
2021-01-24,California,Online,Men's Street Footwear,51,24
2021-01-24,California,Outlet,Men's Street Footwear,95,122
2021-01-24,Montana,Online,Women's Athletic Footwear,38,9
2021-01-24,Montana,Outlet,Women's Athletic Footwear,40,33
2021-01-24,New Hampshire,Online,Men's Apparel,60,5
2021-01-24,New Hampshire,Online,Men's Athletic Footwear,50,8
2021-01-24,New Hampshire,Online,Men's Street Footwear,52,15
2021-01-24,New Hampshire,Online,Women's Apparel,54,8
2021-01-24,New Hampshire,Online,Women's Athletic Footwear,49,4
2021-01-24,New Hampshire,Online,Women's Street Footwear,44,9
2021-01-24,New Hampshire,Outlet,Men's Apparel,115,26
2021-01-24,New Hampshire,Outlet,Men's Athletic Footwear,91,39
2021-01-24,New Hampshire,Outlet,Men's Street Footwear,91,67
2021-01-24,New Hampshire,Outlet,Women's Apparel,96,41
2021-01-24,New Hampshire,Outlet,Women's Athletic Footwear,83,20
2021-01-24,New Hampshire,Outlet,Women's Street Footwear,80,40
2021-01-24,Utah,In-store,Men's Apparel,45,15
2021-01-24,Utah,In-store,Men's Athletic Footwear,40,35
2021-01-24,Utah,In-store,Men's Street Footwear,30,35
2021-01-24,Utah,In-store,Women's Apparel,40,40
2021-01-24,Utah,In-store,Women's Athletic Footwear,40,20
2021-01-24,Utah,In-store,Women's Street Footwear,40,35
2021-01-24,Utah,Online,Men's Apparel,42,4
2021-01-24,Utah,Online,Men's Athletic Footwear,39,11
2021-01-24,Utah,Online,Men's Street Footwear,27,10
2021-01-24,Utah,Online,Women's Apparel,39,11
2021-01-24,Utah,Online,Women's Athletic Footwear,39,6
2021-01-24,Utah,Online,Women's Street Footwear,39,11
2021-01-24,Utah,Outlet,Men's Apparel,35,5
2021-01-24,Utah,Outlet,Men's Athletic Footwear,29,12
2021-01-24,Utah,Outlet,Men's Street Footwear,24,11
2021-01-24,Utah,Outlet,Women's Apparel,28,13
2021-01-24,Utah,Outlet,Women's Athletic Footwear,30,7
2021-01-24,Utah,Outlet,Women's Street Footwear,31,11
2021-01-24,West Virginia,In-store,Men's Apparel,45,13
2021-01-24,West Virginia,In-store,Men's Athletic Footwear,35,23
2021-01-24,West Virginia,In-store,Men's Street Footwear,35,43
2021-01-24,West Virginia,In-store,Women's Apparel,35,23
2021-01-24,West Virginia,In-store,Women's Athletic Footwear,30,8
2021-01-24,West Virginia,In-store,Women's Street Footwear,25,23
2021-01-24,West Virginia,Online,Men's Apparel,42,3
2021-01-24,West Virginia,Online,Men's Athletic Footwear,34,7
2021-01-24,West Virginia,Online,Men's Street Footwear,33,11
2021-01-24,West Virginia,Online,Women's Apparel,33,6
2021-01-24,West Virginia,Online,Women's Athletic Footwear,28,2
2021-01-24,West Virginia,Online,Women's Street Footwear,24,6
2021-01-24,Wyoming,In-store,Men's Apparel,45,15
2021-01-24,Wyoming,In-store,Men's Athletic Footwear,40,35
2021-01-24,Wyoming,In-store,Men's Street Footwear,30,35
2021-01-24,Wyoming,In-store,Women's Apparel,40,40
2021-01-24,Wyoming,In-store,Women's Athletic Footwear,40,20
2021-01-24,Wyoming,In-store,Women's Street Footwear,40,35
2021-01-24,Wyoming,Online,Men's Apparel,42,5
2021-01-24,Wyoming,Online,Men's Athletic Footwear,36,11
2021-01-24,Wyoming,Online,Men's Street Footwear,29,9
2021-01-24,Wyoming,Online,Women's Apparel,38,12
2021-01-24,Wyoming,Online,Women's Athletic Footwear,38,5
2021-01-24,Wyoming,Online,Women's Street Footwear,39,9
2021-01-25,California,Online,Men's Athletic Footwear,56,27
2021-01-25,California,Outlet,Men's Athletic Footwear,102,122
2021-01-25,Montana,Online,Men's Apparel,41,6
2021-01-25,Montana,Outlet,Men's Apparel,45,23
2021-01-26,Arizona,Online,Men's Apparel,95,36
2021-01-26,Arizona,Online,Men's Athletic Footwear,87,62
2021-01-26,Arizona,Online,Men's Street Footwear,68,61
2021-01-26,Arizona,Online,Women's Apparel,87,61
2021-01-26,Arizona,Online,Women's Athletic Footwear,88,42
2021-01-26,Arizona,Online,Women's Street Footwear,87,62
2021-01-26,Arizona,Outlet,Men's Apparel,33,9
2021-01-26,Arizona,Outlet,Men's Athletic Footwear,30,15
2021-01-26,Arizona,Outlet,Men's Street Footwear,27,15
2021-01-26,Arizona,Outlet,Women's Apparel,36,17
2021-01-26,Arizona,Outlet,Women's Athletic Footwear,30,10
2021-01-26,Arizona,Outlet,Women's Street Footwear,32,16
2021-01-26,California,Online,Women's Street Footwear,52,23
2021-01-26,California,Outlet,Women's Street Footwear,94,103
2021-01-26,Montana,Online,Women's Apparel,59,11
2021-01-26,Montana,Outlet,Women's Apparel,60,40
2021-01-27,California,Online,Women's Athletic Footwear,53,20
2021-01-27,California,Outlet,Women's Athletic Footwear,94,98
2021-01-27,Montana,Online,Men's Street Footwear,36,17
2021-01-27,Montana,Outlet,Men's Street Footwear,40,68
2021-01-28,California,Online,Men's Apparel,63,22
2021-01-28,California,Outlet,Men's Apparel,108,96
2021-01-28,Montana,Online,Men's Athletic Footwear,42,15
2021-01-28,Montana,Outlet,Men's Athletic Footwear,45,53
2021-01-29,California,Online,Women's Apparel,65,22
2021-01-29,California,Outlet,Women's Apparel,121,104
2021-01-29,Montana,Online,Women's Street Footwear,44,17
2021-01-29,Montana,Outlet,Women's Street Footwear,45,55
2021-01-30,California,Online,Men's Street Footwear,51,24
2021-01-30,California,Outlet,Men's Street Footwear,91,117
2021-01-30,Montana,Online,Women's Athletic Footwear,38,11
2021-01-30,Montana,Outlet,Women's Athletic Footwear,40,43
2021-01-31,California,Online,Men's Athletic Footwear,59,22
2021-01-31,California,Outlet,Men's Athletic Footwear,99,116
2021-01-31,Montana,Online,Men's Apparel,41,8
2021-01-31,Montana,Outlet,Men's Apparel,45,30
2021-02-01,California,Online,Women's Street Footwear,50,18
2021-02-01,California,Outlet,Women's Street Footwear,97,91
2021-02-01,Montana,Online,Women's Apparel,55,15
2021-02-01,Montana,Outlet,Women's Apparel,60,60
2021-02-02,California,Online,Women's Athletic Footwear,51,20
2021-02-02,California,Outlet,Women's Athletic Footwear,97,90
2021-02-02,Montana,Online,Men's Street Footwear,37,20
2021-02-02,Montana,Outlet,Men's Street Footwear,40,75
2021-02-03,California,Online,Men's Apparel,59,18
2021-02-03,California,Outlet,Men's Apparel,115,87
2021-02-03,Iowa,In-store,Men's Athletic Footwear,30,15
2021-02-03,Iowa,In-store,Men's Street Footwear,30,50
2021-02-03,Iowa,In-store,Women's Street Footwear,20,20
2021-02-03,Iowa,Online,Men's Athletic Footwear,29,4
2021-02-03,Iowa,Online,Men's Street Footwear,29,14
