Year,Month,State,Product,Sales Method,Price per Unit,Units Sold
2021,Dec,Arkansas,Women's Athletic Footwear,Online,117,52
2021,Dec,Arkansas,Women's Athletic Footwear,Outlet,40,12
2021,Dec,Arkansas,Women's Street Footwear,Online,115,58
2021,Dec,Arkansas,Women's Street Footwear,Outlet,43,15
2021,Dec,Connecticut,Men's Apparel,In-store,65,30
2021,Dec,Connecticut,Men's Apparel,Online,60,8
2021,Dec,Connecticut,Men's Apparel,Outlet,42,10
2021,Dec,Connecticut,Men's Athletic Footwear,In-store,55,38
2021,Dec,Connecticut,Men's Athletic Footwear,Online,51,10
2021,Dec,Connecticut,Men's Athletic Footwear,Outlet,37,13
2021,Dec,Connecticut,Men's Street Footwear,In-store,65,58
2021,Dec,Connecticut,Men's Street Footwear,Online,59,15
2021,Dec,Connecticut,Men's Street Footwear,Outlet,45,17
2021,Dec,Connecticut,Women's Apparel,In-store,70,40
2021,Dec,Connecticut,Women's Apparel,Online,67,11
2021,Dec,Connecticut,Women's Apparel,Outlet,52,12
2021,Dec,Connecticut,Women's Athletic Footwear,In-store,55,30
2021,Dec,Connecticut,Women's Athletic Footwear,Online,53,9
2021,Dec,Connecticut,Women's Athletic Footwear,Outlet,38,10
2021,Dec,Connecticut,Women's Street Footwear,In-store,55,35
2021,Dec,Connecticut,Women's Street Footwear,Online,50,9
2021,Dec,Connecticut,Women's Street Footwear,Outlet,43,12
2021,Dec,Delaware,Men's Apparel,In-store,65,33
2021,Dec,Delaware,Men's Apparel,Online,61,9
2021,Dec,Delaware,Men's Athletic Footwear,In-store,55,40
2021,Dec,Delaware,Men's Athletic Footwear,Online,50,10
2021,Dec,Delaware,Men's Street Footwear,In-store,65,60
2021,Dec,Delaware,Men's Street Footwear,Online,62,17
2021,Dec,Delaware,Women's Apparel,In-store,70,43
2021,Dec,Delaware,Women's Apparel,Online,65,12
2021,Dec,Delaware,Women's Athletic Footwear,In-store,55,33
2021,Dec,Delaware,Women's Athletic Footwear,Online,53,10
2021,Dec,Delaware,Women's Street Footwear,In-store,55,38
2021,Dec,Delaware,Women's Street Footwear,Online,50,11
2021,Dec,Florida,Men's Apparel,In-store,90,53
2021,Dec,Florida,Men's Apparel,Online,86,15
2021,Dec,Florida,Men's Apparel,Outlet,64,18
2021,Dec,Florida,Men's Athletic Footwear,In-store,85,80
2021,Dec,Florida,Men's Athletic Footwear,Online,82,20
2021,Dec,Florida,Men's Athletic Footwear,Outlet,55,26
2021,Dec,Florida,Men's Street Footwear,In-store,75,80
2021,Dec,Florida,Men's Street Footwear,Online,72,22
2021,Dec,Florida,Men's Street Footwear,Outlet,58,28
2021,Dec,Florida,Women's Apparel,In-store,95,63
2021,Dec,Florida,Women's Apparel,Online,87,16
2021,Dec,Florida,Women's Apparel,Outlet,64,20
2021,Dec,Florida,Women's Athletic Footwear,In-store,80,60
2021,Dec,Florida,Women's Athletic Footwear,Online,78,18
2021,Dec,Florida,Women's Athletic Footwear,Outlet,58,20
2021,Dec,Florida,Women's Street Footwear,In-store,80,60
2021,Dec,Florida,Women's Street Footwear,Online,75,17
2021,Dec,Florida,Women's Street Footwear,Outlet,64,20
2021,Dec,Georgia,Men's Apparel,Online,129,52
2021,Dec,Georgia,Men's Apparel,Outlet,44,12
2021,Dec,Georgia,Men's Athletic Footwear,Online,118,87
2021,Dec,Georgia,Men's Athletic Footwear,Outlet,39,22
2021,Dec,Georgia,Men's Street Footwear,Online,105,88
2021,Dec,Georgia,Men's Street Footwear,Outlet,42,21
2021,Dec,Georgia,Women's Apparel,Online,134,64
2021,Dec,Georgia,Women's Apparel,Outlet,47,16
2021,Dec,Georgia,Women's Athletic Footwear,Online,106,61
2021,Dec,Georgia,Women's Athletic Footwear,Outlet,40,14
2021,Dec,Georgia,Women's Street Footwear,Online,108,62
2021,Dec,Georgia,Women's Street Footwear,Outlet,36,15
2021,Dec,Idaho,Men's Apparel,Online,105,61
2021,Dec,Idaho,Men's Apparel,Outlet,43,15
2021,Dec,Idaho,Men's Athletic Footwear,Online,106,99
2021,Dec,Idaho,Men's Athletic Footwear,Outlet,41,24
2021,Dec,Idaho,Men's Street Footwear,Online,109,101
2021,Dec,Idaho,Men's Street Footwear,Outlet,40,24
2021,Dec,Idaho,Women's Apparel,Online,125,93
2021,Dec,Idaho,Women's Apparel,Outlet,47,23
2021,Dec,Idaho,Women's Athletic Footwear,Online,119,67
2021,Dec,Idaho,Women's Athletic Footwear,Outlet,44,18
2021,Dec,Idaho,Women's Street Footwear,Online,116,86
2021,Dec,Idaho,Women's Street Footwear,Outlet,47,22
2021,Dec,Indiana,Men's Apparel,In-store,60,30
2021,Dec,Indiana,Men's Apparel,Online,54,8
2021,Dec,Indiana,Men's Athletic Footwear,In-store,50,40
2021,Dec,Indiana,Men's Athletic Footwear,Online,49,11
2021,Dec,Indiana,Men's Street Footwear,In-store,60,60
2021,Dec,Indiana,Men's Street Footwear,Online,58,15
2021,Dec,Indiana,Women's Apparel,In-store,65,40
2021,Dec,Indiana,Women's Apparel,Online,62,12
2021,Dec,Indiana,Women's Athletic Footwear,In-store,50,30
2021,Dec,Indiana,Women's Athletic Footwear,Online,45,9
2021,Dec,Indiana,Women's Street Footwear,In-store,50,35
2021,Dec,Indiana,Women's Street Footwear,Online,49,11
2021,Dec,Iowa,Men's Apparel,In-store,60,23
2021,Dec,Iowa,Men's Apparel,Online,59,6
2021,Dec,Iowa,Men's Athletic Footwear,In-store,50,33
2021,Dec,Iowa,Men's Athletic Footwear,Online,47,9
2021,Dec,Iowa,Men's Street Footwear,In-store,60,53
2021,Dec,Iowa,Men's Street Footwear,Online,54,15
2021,Dec,Iowa,Women's Apparel,In-store,65,33
2021,Dec,Iowa,Women's Apparel,Online,59,9
2021,Dec,Iowa,Women's Athletic Footwear,In-store,50,23
2021,Dec,Iowa,Women's Athletic Footwear,Online,49,6
2021,Dec,Iowa,Women's Street Footwear,In-store,50,28
2021,Dec,Iowa,Women's Street Footwear,Online,47,8
2021,Dec,Kansas,Men's Apparel,Online,134,38
2021,Dec,Kansas,Men's Athletic Footwear,Online,119,52
2021,Dec,Kansas,Men's Street Footwear,Online,136,75
2021,Dec,Kansas,Women's Apparel,Online,143,51
2021,Dec,Kansas,Women's Athletic Footwear,Online,119,39
2021,Dec,Kansas,Women's Street Footwear,Online,118,45
2021,Dec,Kentucky,Men's Apparel,Online,114,30
2021,Dec,Kentucky,Men's Athletic Footwear,Online,107,43
2021,Dec,Kentucky,Men's Street Footwear,Online,124,69
2021,Dec,Kentucky,Women's Apparel,Online,129,43
2021,Dec,Kentucky,Women's Athletic Footwear,Online,99,30
2021,Dec,Kentucky,Women's Street Footwear,Online,106,35
2021,Dec,Louisiana,Men's Apparel,Online,167,66
2021,Dec,Louisiana,Men's Apparel,Outlet,55,17
2021,Dec,Louisiana,Men's Athletic Footwear,Online,152,102
2021,Dec,Louisiana,Men's Athletic Footwear,Outlet,52,25
2021,Dec,Louisiana,Men's Street Footwear,Online,139,104
2021,Dec,Louisiana,Men's Street Footwear,Outlet,46,27
2021,Dec,Louisiana,Women's Apparel,Online,177,81
2021,Dec,Louisiana,Women's Apparel,Outlet,59,19
2021,Dec,Louisiana,Women's Athletic Footwear,Online,147,76
2021,Dec,Louisiana,Women's Athletic Footwear,Outlet,53,19
2021,Dec,Louisiana,Women's Street Footwear,Online,144,76
2021,Dec,Louisiana,Women's Street Footwear,Outlet,53,19
2021,Dec,Maine,Men's Apparel,Online,166,13
2021,Dec,Maine,Men's Apparel,Outlet,175,48
2021,Dec,Maine,Men's Athletic Footwear,Online,148,23
2021,Dec,Maine,Men's Athletic Footwear,Outlet,155,83
2021,Dec,Maine,Men's Street Footwear,Online,165,41
2021,Dec,Maine,Men's Street Footwear,Outlet,175,146
2021,Dec,Maine,Women's Apparel,Online,181,28
2021,Dec,Maine,Women's Apparel,Outlet,190,101
2021,Dec,Maine,Women's Athletic Footwear,Online,135,14
2021,Dec,Maine,Women's Athletic Footwear,Outlet,145,51
2021,Dec,Maine,Women's Street Footwear,Online,134,18
2021,Dec,Maine,Women's Street Footwear,Outlet,145,63
2021,Dec,Maryland,Men's Apparel,In-store,60,18
2021,Dec,Maryland,Men's Apparel,Online,54,5
2021,Dec,Maryland,Men's Athletic Footwear,In-store,50,25
2021,Dec,Maryland,Men's Athletic Footwear,Online,46,7
2021,Dec,Maryland,Men's Street Footwear,In-store,60,45
2021,Dec,Maryland,Men's Street Footwear,Online,57,12
2021,Dec,Maryland,Women's Apparel,In-store,65,28
2021,Dec,Maryland,Women's Apparel,Online,61,7
2021,Dec,Maryland,Women's Athletic Footwear,In-store,50,18
2021,Dec,Maryland,Women's Athletic Footwear,Online,49,4
2021,Dec,Maryland,Women's Street Footwear,In-store,50,23
2021,Dec,Maryland,Women's Street Footwear,Online,45,7
2021,Dec,Massachusetts,Men's Apparel,In-store,65,30
2021,Dec,Massachusetts,Men's Apparel,Online,62,8
2021,Dec,Massachusetts,Men's Apparel,Outlet,52,9
2021,Dec,Massachusetts,Men's Athletic Footwear,In-store,55,38
2021,Dec,Massachusetts,Men's Athletic Footwear,Online,53,11
2021,Dec,Massachusetts,Men's Athletic Footwear,Outlet,37,11
2021,Dec,Massachusetts,Men's Street Footwear,In-store,65,58
2021,Dec,Massachusetts,Men's Street Footwear,Online,64,15
2021,Dec,Massachusetts,Men's Street Footwear,Outlet,51,18
2021,Dec,Massachusetts,Women's Apparel,In-store,70,40
2021,Dec,Massachusetts,Women's Apparel,Online,65,11
2021,Dec,Massachusetts,Women's Apparel,Outlet,51,13
2021,Dec,Massachusetts,Women's Athletic Footwear,In-store,55,30
2021,Dec,Massachusetts,Women's Athletic Footwear,Online,52,8
2021,Dec,Massachusetts,Women's Athletic Footwear,Outlet,43,11
2021,Dec,Massachusetts,Women's Street Footwear,In-store,55,35
2021,Dec,Massachusetts,Women's Street Footwear,Online,51,10
2021,Dec,Massachusetts,Women's Street Footwear,Outlet,36,11
2021,Dec,Michigan,Men's Apparel,In-store,60,55
2021,Dec,Michigan,Men's Apparel,Online,55,14
2021,Dec,Michigan,Men's Athletic Footwear,In-store,50,65
2021,Dec,Michigan,Men's Athletic Footwear,Online,46,18
2021,Dec,Michigan,Men's Street Footwear,In-store,60,85
2021,Dec,Michigan,Men's Street Footwear,Online,55,26
2021,Dec,Michigan,Women's Apparel,In-store,65,65
2021,Dec,Michigan,Women's Apparel,Online,59,16
2021,Dec,Michigan,Women's Athletic Footwear,In-store,50,55
2021,Dec,Michigan,Women's Athletic Footwear,Online,48,14
2021,Dec,Michigan,Women's Street Footwear,In-store,50,60
2021,Dec,Michigan,Women's Street Footwear,Online,48,17
2021,Dec,Mississippi,Men's Apparel,Online,135,60
2021,Dec,Mississippi,Men's Apparel,Outlet,54,16
2021,Dec,Mississippi,Men's Athletic Footwear,Online,118,74
2021,Dec,Mississippi,Men's Athletic Footwear,Outlet,44,20
2021,Dec,Mississippi,Men's Street Footwear,Online,138,97
2021,Dec,Mississippi,Men's Street Footwear,Outlet,48,26
2021,Dec,Mississippi,Women's Apparel,Online,146,72
2021,Dec,Mississippi,Women's Apparel,Outlet,53,18
2021,Dec,Mississippi,Women's Athletic Footwear,Online,116,61
2021,Dec,Mississippi,Women's Athletic Footwear,Outlet,41,14
2021,Dec,Mississippi,Women's Street Footwear,Online,119,67
2021,Dec,Mississippi,Women's Street Footwear,Outlet,43,16
2021,Dec,Missouri,Men's Apparel,In-store,45,35
2021,Dec,Missouri,Men's Apparel,Online,42,9
2021,Dec,Missouri,Men's Athletic Footwear,In-store,35,45
2021,Dec,Missouri,Men's Athletic Footwear,Online,32,11
2021,Dec,Missouri,Men's Street Footwear,In-store,45,65
2021,Dec,Missouri,Men's Street Footwear,Online,41,16
2021,Dec,Missouri,Women's Apparel,In-store,50,45
2021,Dec,Missouri,Women's Apparel,Online,47,13
2021,Dec,Missouri,Women's Athletic Footwear,In-store,35,35
2021,Dec,Missouri,Women's Athletic Footwear,Online,34,9
2021,Dec,Missouri,Women's Street Footwear,In-store,35,40
2021,Dec,Missouri,Women's Street Footwear,Online,32,12
2021,Dec,New Hampshire,Men's Apparel,Online,74,11
2021,Dec,New Hampshire,Men's Apparel,Outlet,125,47
2021,Dec,New Hampshire,Men's Athletic Footwear,Online,59,12
2021,Dec,New Hampshire,Men's Athletic Footwear,Outlet,114,56
2021,Dec,New Hampshire,Men's Street Footwear,Online,71,17
2021,Dec,New Hampshire,Men's Street Footwear,Outlet,124,83
2021,Dec,New Hampshire,Women's Apparel,Online,74,12
2021,Dec,New Hampshire,Women's Apparel,Outlet,141,59
2021,Dec,New Hampshire,Women's Athletic Footwear,Online,62,9
2021,Dec,New Hampshire,Women's Athletic Footwear,Outlet,114,47
2021,Dec,New Hampshire,Women's Street Footwear,Online,62,11
2021,Dec,New Hampshire,Women's Street Footwear,Outlet,112,53
2021,Dec,New Jersey,Men's Apparel,In-store,60,28
2021,Dec,New Jersey,Men's Apparel,Online,55,8
2021,Dec,New Jersey,Men's Athletic Footwear,In-store,50,35
2021,Dec,New Jersey,Men's Athletic Footwear,Online,49,11
2021,Dec,New Jersey,Men's Street Footwear,In-store,60,55
2021,Dec,New Jersey,Men's Street Footwear,Online,55,15
2021,Dec,New Jersey,Women's Apparel,In-store,65,38
2021,Dec,New Jersey,Women's Apparel,Online,59,10
2021,Dec,New Jersey,Women's Athletic Footwear,In-store,50,28
2021,Dec,New Jersey,Women's Athletic Footwear,Online,47,8
2021,Dec,New Jersey,Women's Street Footwear,In-store,50,33
2021,Dec,New Jersey,Women's Street Footwear,Online,49,9
2021,Dec,New Mexico,Men's Apparel,Online,134,55
2021,Dec,New Mexico,Men's Apparel,Outlet,55,13
2021,Dec,New Mexico,Men's Athletic Footwear,Online,126,88
2021,Dec,New Mexico,Men's Athletic Footwear,Outlet,47,22
2021,Dec,New Mexico,Men's Street Footwear,Online,115,91
2021,Dec,New Mexico,Men's Street Footwear,Outlet,44,24
2021,Dec,New Mexico,Women's Apparel,Online,147,66
2021,Dec,New Mexico,Women's Apparel,Outlet,56,17
2021,Dec,New Mexico,Women's Athletic Footwear,Online,115,65
2021,Dec,New Mexico,Women's Athletic Footwear,Outlet,45,16
2021,Dec,New Mexico,Women's Street Footwear,Online,119,63
2021,Dec,New Mexico,Women's Street Footwear,Outlet,44,15
2021,Dec,New York,Men's Apparel,In-store,65,58
2021,Dec,New York,Men's Apparel,Online,60,16
2021,Dec,New York,Men's Athletic Footwear,In-store,55,68
2021,Dec,New York,Men's Athletic Footwear,Online,51,17
2021,Dec,New York,Men's Street Footwear,In-store,65,88
2021,Dec,New York,Men's Street Footwear,Online,59,25
2021,Dec,New York,Women's Apparel,In-store,70,68
2021,Dec,New York,Women's Apparel,Online,69,18
2021,Dec,New York,Women's Athletic Footwear,In-store,55,58
2021,Dec,New York,Women's Athletic Footwear,Online,54,16
2021,Dec,New York,Women's Street Footwear,In-store,55,63
2021,Dec,New York,Women's Street Footwear,Online,52,16
2021,Dec,North Carolina,Men's Apparel,Online,135,85
2021,Dec,North Carolina,Men's Athletic Footwear,Online,115,98
2021,Dec,North Carolina,Men's Street Footwear,Online,134,122
2021,Dec,North Carolina,Women's Apparel,Online,144,101
2021,Dec,North Carolina,Women's Athletic Footwear,Online,115,88
2021,Dec,North Carolina,Women's Street Footwear,Online,115,95
2021,Dec,North Dakota,Men's Apparel,In-store,60,20
2021,Dec,North Dakota,Men's Apparel,Online,58,5
2021,Dec,North Dakota,Men's Athletic Footwear,In-store,50,30
2021,Dec,North Dakota,Men's Athletic Footwear,Online,46,8
2021,Dec,North Dakota,Men's Street Footwear,In-store,60,50
2021,Dec,North Dakota,Men's Street Footwear,Online,55,15
2021,Dec,North Dakota,Women's Apparel,In-store,65,30
2021,Dec,North Dakota,Women's Apparel,Online,63,8
2021,Dec,North Dakota,Women's Athletic Footwear,In-store,50,20
2021,Dec,North Dakota,Women's Athletic Footwear,Online,47,5
2021,Dec,North Dakota,Women's Street Footwear,In-store,50,25
2021,Dec,North Dakota,Women's Street Footwear,Online,48,7
2021,Dec,Ohio,Men's Apparel,Online,143,67
2021,Dec,Ohio,Men's Athletic Footwear,Online,125,81
2021,Dec,Ohio,Men's Street Footwear,Online,145,106
2021,Dec,Ohio,Women's Apparel,Online,154,79
2021,Dec,Ohio,Women's Athletic Footwear,Online,128,68
2021,Dec,Ohio,Women's Street Footwear,Online,124,74
2021,Dec,Oklahoma,Men's Apparel,Online,139,41
2021,Dec,Oklahoma,Men's Apparel,Outlet,55,10
2021,Dec,Oklahoma,Men's Athletic Footwear,Online,118,55
2021,Dec,Oklahoma,Men's Athletic Footwear,Outlet,47,15
2021,Dec,Oklahoma,Men's Street Footwear,Online,134,80
2021,Dec,Oklahoma,Men's Street Footwear,Outlet,55,20
2021,Dec,Oklahoma,Women's Apparel,Online,143,55
2021,Dec,Oklahoma,Women's Apparel,Outlet,51,13
2021,Dec,Oklahoma,Women's Athletic Footwear,Online,114,42
2021,Dec,Oklahoma,Women's Athletic Footwear,Outlet,45,11
2021,Dec,Oklahoma,Women's Street Footwear,Online,115,48
2021,Dec,Oklahoma,Women's Street Footwear,Outlet,44,13
2021,Dec,Oregon,Men's Apparel,In-store,80,48
2021,Dec,Oregon,Men's Apparel,Online,72,13
2021,Dec,Oregon,Men's Apparel,Outlet,54,16
2021,Dec,Oregon,Men's Athletic Footwear,In-store,75,75
2021,Dec,Oregon,Men's Athletic Footwear,Online,72,22
2021,Dec,Oregon,Men's Athletic Footwear,Outlet,56,23
2021,Dec,Oregon,Men's Street Footwear,In-store,65,75
2021,Dec,Oregon,Men's Street Footwear,Online,61,19
2021,Dec,Oregon,Men's Street Footwear,Outlet,51,23
2021,Dec,Oregon,Women's Apparel,In-store,85,58
2021,Dec,Oregon,Women's Apparel,Online,77,17
2021,Dec,Oregon,Women's Apparel,Outlet,55,20
2021,Dec,Oregon,Women's Athletic Footwear,In-store,70,55
2021,Dec,Oregon,Women's Athletic Footwear,Online,67,14
2021,Dec,Oregon,Women's Athletic Footwear,Outlet,53,17
2021,Dec,Oregon,Women's Street Footwear,In-store,70,55
2021,Dec,Oregon,Women's Street Footwear,Online,67,17
2021,Dec,Oregon,Women's Street Footwear,Outlet,48,19
2021,Dec,Pennsylvania,Men's Apparel,Online,358,27
2021,Dec,Pennsylvania,Men's Apparel,Outlet,657,123
2021,Dec,Pennsylvania,Men's Athletic Footwear,Online,259,35
2021,Dec,Pennsylvania,Men's Athletic Footwear,Outlet,489,171
2021,Dec,Pennsylvania,Men's Street Footwear,Online,310,63
2021,Dec,Pennsylvania,Men's Street Footwear,Outlet,575,299
2021,Dec,Pennsylvania,Women's Apparel,Online,314,39
2021,Dec,Pennsylvania,Women's Apparel,Outlet,582,191
2021,Dec,Pennsylvania,Women's Athletic Footwear,Online,255,23
2021,Dec,Pennsylvania,Women's Athletic Footwear,Outlet,468,109
2021,Dec,Pennsylvania,Women's Street Footwear,Online,253,27
2021,Dec,Pennsylvania,Women's Street Footwear,Outlet,469,132
2021,Dec,Rhode Island,Men's Apparel,In-store,60,23
2021,Dec,Rhode Island,Men's Apparel,Online,56,7
2021,Dec,Rhode Island,Men's Apparel,Outlet,41,7
2021,Dec,Rhode Island,Men's Athletic Footwear,In-store,50,30
2021,Dec,Rhode Island,Men's Athletic Footwear,Online,45,8
2021,Dec,Rhode Island,Men's Athletic Footwear,Outlet,37,10
2021,Dec,Rhode Island,Men's Street Footwear,In-store,60,50
2021,Dec,Rhode Island,Men's Street Footwear,Online,54,14
2021,Dec,Rhode Island,Men's Street Footwear,Outlet,48,16
2021,Dec,Rhode Island,Women's Apparel,In-store,65,33
2021,Dec,Rhode Island,Women's Apparel,Online,60,9
2021,Dec,Rhode Island,Women's Apparel,Outlet,51,11
2021,Dec,Rhode Island,Women's Athletic Footwear,In-store,50,23
2021,Dec,Rhode Island,Women's Athletic Footwear,Online,48,7
2021,Dec,Rhode Island,Women's Athletic Footwear,Outlet,34,8
2021,Dec,Rhode Island,Women's Street Footwear,In-store,50,28
2021,Dec,Rhode Island,Women's Street Footwear,Online,47,7
2021,Dec,Rhode Island,Women's Street Footwear,Outlet,40,9
2021,Dec,South Carolina,Men's Apparel,Online,136,101
2021,Dec,South Carolina,Men's Athletic Footwear,Online,118,110
2021,Dec,South Carolina,Men's Street Footwear,Online,137,137
2021,Dec,South Carolina,Women's Apparel,Online,143,111
2021,Dec,South Carolina,Women's Athletic Footwear,Online,119,97
2021,Dec,South Carolina,Women's Street Footwear,Online,116,105
2021,Dec,South Dakota,Men's Apparel,Online,116,25
2021,Dec,South Dakota,Men's Athletic Footwear,Online,95,38
2021,Dec,South Dakota,Men's Street Footwear,Online,118,64
2021,Dec,South Dakota,Women's Apparel,Online,129,38
2021,Dec,South Dakota,Women's Athletic Footwear,Online,95,25
2021,Dec,South Dakota,Women's Street Footwear,Online,95,32
2021,Dec,Utah,Men's Apparel,In-store,40,40
2021,Dec,Utah,Men's Apparel,Online,38,11
2021,Dec,Utah,Men's Apparel,Outlet,27,12
2021,Dec,Utah,Men's Athletic Footwear,In-store,30,50
2021,Dec,Utah,Men's Athletic Footwear,Online,28,15
2021,Dec,Utah,Men's Athletic Footwear,Outlet,22,17
2021,Dec,Utah,Men's Street Footwear,In-store,40,70
2021,Dec,Utah,Men's Street Footwear,Online,39,20
2021,Dec,Utah,Men's Street Footwear,Outlet,29,23
2021,Dec,Utah,Women's Apparel,In-store,45,50
2021,Dec,Utah,Women's Apparel,Online,42,13
2021,Dec,Utah,Women's Apparel,Outlet,29,17
2021,Dec,Utah,Women's Athletic Footwear,In-store,30,40
2021,Dec,Utah,Women's Athletic Footwear,Online,27,11
2021,Dec,Utah,Women's Athletic Footwear,Outlet,22,14
2021,Dec,Utah,Women's Street Footwear,In-store,30,45
2021,Dec,Utah,Women's Street Footwear,Online,29,11
2021,Dec,Utah,Women's Street Footwear,Outlet,20,15
2021,Dec,Vermont,Men's Apparel,In-store,70,33
2021,Dec,Vermont,Men's Apparel,Online,67,8
2021,Dec,Vermont,Men's Apparel,Outlet,48,10
2021,Dec,Vermont,Men's Athletic Footwear,In-store,60,40
2021,Dec,Vermont,Men's Athletic Footwear,Online,55,10
2021,Dec,Vermont,Men's Athletic Footwear,Outlet,41,13
2021,Dec,Vermont,Men's Street Footwear,In-store,70,60
2021,Dec,Vermont,Men's Street Footwear,Online,64,17
2021,Dec,Vermont,Men's Street Footwear,Outlet,48,19
2021,Dec,Vermont,Women's Apparel,In-store,75,43
2021,Dec,Vermont,Women's Apparel,Online,68,11
2021,Dec,Vermont,Women's Apparel,Outlet,60,15
2021,Dec,Vermont,Women's Athletic Footwear,In-store,60,33
2021,Dec,Vermont,Women's Athletic Footwear,Online,56,8
2021,Dec,Vermont,Women's Athletic Footwear,Outlet,44,10
2021,Dec,Vermont,Women's Street Footwear,In-store,60,38
2021,Dec,Vermont,Women's Street Footwear,Online,55,11
2021,Dec,Vermont,Women's Street Footwear,Outlet,44,13
2021,Dec,Virginia,Men's Apparel,In-store,80,48
2021,Dec,Virginia,Men's Apparel,Online,72,13
2021,Dec,Virginia,Men's Apparel,Outlet,59,16
2021,Dec,Virginia,Men's Athletic Footwear,In-store,75,75
2021,Dec,Virginia,Men's Athletic Footwear,Online,74,23
2021,Dec,Virginia,Men's Athletic Footwear,Outlet,54,23
2021,Dec,Virginia,Men's Street Footwear,In-store,65,75
2021,Dec,Virginia,Men's Street Footwear,Online,60,23
2021,Dec,Virginia,Men's Street Footwear,Outlet,49,25
2021,Dec,Virginia,Women's Apparel,In-store,85,58
2021,Dec,Virginia,Women's Apparel,Online,82,15
2021,Dec,Virginia,Women's Apparel,Outlet,65,19
2021,Dec,Virginia,Women's Athletic Footwear,In-store,70,55
2021,Dec,Virginia,Women's Athletic Footwear,Online,67,16
2021,Dec,Virginia,Women's Athletic Footwear,Outlet,51,18
2021,Dec,Virginia,Women's Street Footwear,In-store,70,55
2021,Dec,Virginia,Women's Street Footwear,Online,64,15
2021,Dec,Virginia,Women's Street Footwear,Outlet,53,17
2021,Dec,West Virginia,Men's Apparel,In-store,65,35
2021,Dec,West Virginia,Men's Apparel,Online,61,10
2021,Dec,West Virginia,Men's Athletic Footwear,In-store,55,45
2021,Dec,West Virginia,Men's Athletic Footwear,Online,52,14
2021,Dec,West Virginia,Men's Street Footwear,In-store,65,65
2021,Dec,West Virginia,Men's Street Footwear,Online,60,18
2021,Dec,West Virginia,Women's Apparel,In-store,70,45
2021,Dec,West Virginia,Women's Apparel,Online,68,12
2021,Dec,West Virginia,Women's Athletic Footwear,In-store,55,35
2021,Dec,West Virginia,Women's Athletic Footwear,Online,53,10
2021,Dec,West Virginia,Women's Street Footwear,In-store,55,40
2021,Dec,West Virginia,Women's Street Footwear,Online,50,11
2021,Dec,Wisconsin,Men's Apparel,In-store,60,25
2021,Dec,Wisconsin,Men's Apparel,Online,57,7
2021,Dec,Wisconsin,Men's Athletic Footwear,In-store,50,35
2021,Dec,Wisconsin,Men's Athletic Footwear,Online,49,10
2021,Dec,Wisconsin,Men's Street Footwear,In-store,60,55
2021,Dec,Wisconsin,Men's Street Footwear,Online,58,14
2021,Dec,Wisconsin,Women's Apparel,In-store,65,35
2021,Dec,Wisconsin,Women's Apparel,Online,59,9
2021,Dec,Wisconsin,Women's Athletic Footwear,In-store,50,25
2021,Dec,Wisconsin,Women's Athletic Footwear,Online,48,7
2021,Dec,Wisconsin,Women's Street Footwear,In-store,50,30
2021,Dec,Wisconsin,Women's Street Footwear,Online,45,9
2021,Dec,Wyoming,Men's Apparel,In-store,55,50
2021,Dec,Wyoming,Men's Apparel,Online,54,15
2021,Dec,Wyoming,Men's Athletic Footwear,In-store,45,60
2021,Dec,Wyoming,Men's Athletic Footwear,Online,44,17
2021,Dec,Wyoming,Men's Street Footwear,In-store,55,80
2021,Dec,Wyoming,Men's Street Footwear,Online,52,22
2021,Dec,Wyoming,Women's Apparel,In-store,60,60
2021,Dec,Wyoming,Women's Apparel,Online,56,17
2021,Dec,Wyoming,Women's Athletic Footwear,In-store,45,50
2021,Dec,Wyoming,Women's Athletic Footwear,Online,44,14
2021,Dec,Wyoming,Women's Street Footwear,In-store,45,55
2021,Dec,Wyoming,Women's Street Footwear,Online,44,17
2021,Feb,Arizona,Men's Apparel,Online,87,19
2021,Feb,Arizona,Men's Apparel,Outlet,36,5
2021,Feb,Arizona,Men's Athletic Footwear,Online,89,54
2021,Feb,Arizona,Men's Athletic Footwear,Outlet,36,14
2021,Feb,Arizona,Men's Street Footwear,Online,68,68
2021,Feb,Arizona,Men's Street Footwear,Outlet,27,17
2021,Feb,Arizona,Women's Apparel,Online,78,44
2021,Feb,Arizona,Women's Apparel,Outlet,31,12
2021,Feb,Arizona,Women's Athletic Footwear,Online,78,29
2021,Feb,Arizona,Women's Athletic Footwear,Outlet,26,7
2021,Feb,Arizona,Women's Street Footwear,Online,86,54
2021,Feb,Arizona,Women's Street Footwear,Outlet,35,13
2021,Feb,Arkansas,Men's Apparel,Online,69,43
2021,Feb,Arkansas,Men's Apparel,Outlet,23,11
2021,Feb,Arkansas,Men's Athletic Footwear,Online,48,36
2021,Feb,Arkansas,Men's Athletic Footwear,Outlet,17,8
2021,Feb,Arkansas,Men's Street Footwear,Online,49,80
2021,Feb,Arkansas,Men's Street Footwear,Outlet,18,21
2021,Feb,Arkansas,Women's Apparel,Online,39,55
2021,Feb,Arkansas,Women's Apparel,Outlet,16,15
2021,Feb,Arkansas,Women's Athletic Footwear,Online,38,32
2021,Feb,Arkansas,Women's Athletic Footwear,Outlet,15,8
2021,Feb,Arkansas,Women's Street Footwear,Online,30,42
2021,Feb,Arkansas,Women's Street Footwear,Outlet,12,10
2021,Feb,California,Men's Apparel,Online,181,52
